longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-121.95,37.36,27.0,21.454459443822387,14.938733174951318,21.05830821297322,16.060969305809927,1.3133541724583886,0.0,0.0,0.0,0.0
-121.02,37.63,35.0,17.79882552710564,11.779552277867499,18.074358094238274,12.535753626742753,0.8599794030568448,1.0,0.0,0.0,0.0
-118.11,33.84,36.0,18.274525961943667,11.084247571384397,15.74660556948466,11.756984693363814,1.5736686080949798,0.0,0.0,0.0,0.0
-117.92,33.65,15.0,16.88714055168237,12.751915204782065,18.231181765084198,13.278974992296556,1.2933589423006948,0.0,0.0,0.0,0.0
-117.89,33.85,18.0,19.00671187442937,12.235442661550598,18.082287725848996,12.837499366131063,1.3622735406035995,0.0,0.0,0.0,0.0
-121.76,36.9,44.0,15.327612740796416,11.217260892154702,18.196216912752003,11.935341485303537,1.0091550357445565,0.0,0.0,0.0,0.0
-118.23,34.17,37.0,23.38062916915648,15.742405678015396,20.709620143199505,16.83536997183775,1.3158901427089422,0.0,0.0,0.0,0.0
-122.42,37.73,52.0,21.444167401063037,13.960482082320663,19.73767671803975,14.835908525493227,1.2748547104953885,0.0,0.0,1.0,0.0
-117.15,32.8,23.0,19.83733324170619,12.744148429283696,21.19745071892162,13.862318883757744,1.3399309946732598,0.0,0.0,0.0,1.0
-121.29,37.87,29.0,12.814000523814807,8.046028337021248,11.825314549401341,8.694420443640036,1.1451802817996202,1.0,0.0,0.0,0.0
-122.44,37.73,43.0,22.208369538189704,14.138952762771025,18.817171754475822,14.922583141702006,1.5741012636644407,0.0,0.0,1.0,0.0
-116.34,33.36,24.0,20.55940558089422,13.03068043532532,15.348527819532688,11.859696545449085,1.2727896755330204,1.0,0.0,0.0,0.0
-121.73,38.13,40.0,16.734814980892597,10.607990610718998,14.087814231563486,11.207826643234805,1.2197642212726187,1.0,0.0,0.0,0.0
-118.22,34.07,36.0,14.944726451705261,10.51874697115313,17.1787184006463,11.178631558432468,0.9167340248529069,0.0,0.0,0.0,0.0
-122.04,37.67,18.0,21.037782756555185,12.278608514833362,17.51573104918497,13.191627309045026,1.6937132151627978,0.0,0.0,1.0,0.0
-117.89,34.49,12.0,21.810449569449183,13.609348483865176,18.866739941808696,14.294538529497084,1.3360329825907635,1.0,0.0,0.0,0.0
-118.37,34.06,52.0,14.964538792470826,9.147947844866612,12.115476752386268,9.53801142261892,1.452231761682263,0.0,0.0,0.0,0.0
-120.27,38.29,10.0,21.870511399730177,14.20285055718845,11.704159298238654,8.922353472145772,1.2784651782039236,1.0,0.0,0.0,0.0
-121.95,36.59,22.0,21.978005703976258,13.146359540093364,17.309412415347666,13.440165435364403,1.6037391177730282,0.0,0.0,0.0,1.0
-118.24,33.95,40.0,16.466619997209666,10.888396378671002,17.74910180776045,11.743992354332697,0.7868596152183729,0.0,0.0,0.0,0.0
-122.37,37.59,52.0,19.564521232722907,12.139016477749701,16.627155592095843,12.795457451767197,1.5909730763703902,0.0,0.0,0.0,1.0
-118.57,34.2,33.0,18.282843074946296,11.239033935193358,16.526938414464546,12.107463208287468,1.5371710981391844,0.0,0.0,0.0,0.0
-117.18,32.83,23.0,19.174851016671987,13.11050819855671,17.78236123622219,13.827634087214044,1.282037859248985,0.0,0.0,0.0,1.0
-118.13,34.18,52.0,21.206738711758252,13.067130580941036,18.149310126701977,13.862318883757744,1.6583391407190038,1.0,0.0,0.0,0.0
-121.84,38.02,46.0,6.785630654449965,4.4562998101142535,5.666555086038387,4.52562972211355,0.41166732179199744,1.0,0.0,0.0,0.0
-118.32,33.97,52.0,17.79582636786693,11.140173318911344,16.005227007997732,11.859696545449085,1.1572926565998884,0.0,0.0,0.0,0.0
-117.14,32.81,34.0,18.25229215547087,11.050336475378664,15.75808590096414,11.846974927141535,1.448248561978521,0.0,0.0,0.0,1.0
-118.5,34.21,36.0,17.990661592830037,11.228161197319256,15.854785877615624,12.022150300829354,1.574660071478528,0.0,0.0,0.0,0.0
-117.92,34.08,35.0,18.653885439793775,11.239033935193358,16.637088761501573,12.203206288317617,1.588858737532968,0.0,0.0,0.0,0.0
-121.9,38.02,5.0,17.705153089929507,11.827279879884502,16.98454805585796,12.75307189997444,1.3219120596841667,1.0,0.0,0.0,0.0
-122.67,38.33,4.0,27.049651863711553,17.882193363640813,25.20255279810579,19.187250048696058,1.3737235959547185,0.0,0.0,0.0,0.0
-118.0,33.76,14.0,16.185176052111082,11.325042054240035,16.720886029210885,12.00984202768187,1.1965715406122646,0.0,0.0,0.0,0.0
-122.01,36.97,52.0,15.332229856008027,9.847386945317195,13.916012598525898,11.448961417299369,1.2036084501129773,0.0,0.0,0.0,1.0
-117.12,33.14,16.0,18.145573835314032,10.792985789089922,16.927958303324345,11.49027416528345,1.4043019355265016,0.0,0.0,0.0,0.0
-118.06,33.99,45.0,17.42782297894324,10.582688998865985,14.960831774082141,11.251282411622501,1.4559308240567845,0.0,0.0,0.0,0.0
-121.88,37.3,42.0,18.575077612940415,12.094501550855941,16.445577731461356,12.93086984784939,1.4264926312907757,0.0,0.0,0.0,0.0
-122.22,37.79,52.0,21.769579283918798,14.173905440326335,21.169314351166825,15.3510711868821,1.3667418377464688,0.0,0.0,1.0,0.0
-117.04,33.09,16.0,23.579413137473463,13.497645647345504,20.152197577383223,14.498785387583318,1.636160267758052,0.0,0.0,0.0,0.0
-121.48,38.57,38.0,20.681208013196862,14.801677239194674,17.885222456085934,15.983383284454955,0.9473878767649703,1.0,0.0,0.0,0.0
-117.74,34.08,35.0,17.864434469896583,11.09549152281667,16.363126848858652,11.834220180046005,1.2930392716248436,1.0,0.0,0.0,0.0
-118.18,33.85,30.0,20.161689457427226,14.328296730862528,20.674109714211333,15.45024539501132,0.5044003801151064,0.0,0.0,0.0,0.0
-118.1,33.85,36.0,15.49587419529867,9.129619064834477,12.97210423174024,9.663246089845558,1.4680688308612273,0.0,0.0,0.0,0.0
-116.99,32.83,20.0,25.815767419329443,16.981772327182494,24.14834560214798,18.470588846410987,1.2509485977924593,0.0,0.0,0.0,0.0
-118.14,34.7,12.0,18.87700721902526,13.712222601686346,17.142188634202924,14.560183074784023,0.7511205387197889,1.0,0.0,0.0,0.0
-122.03,37.62,35.0,19.094987043570214,11.662869128380237,16.813228183495678,12.513506413499174,1.4765989716217762,0.0,0.0,1.0,0.0
-119.76,36.77,38.0,22.36702990482487,14.847758993494361,20.825881653512834,16.166812831078392,1.026253813186435,1.0,0.0,0.0,0.0
-117.23,32.86,16.0,18.045615378886705,11.68253106103344,14.509398478885753,12.308773222873686,1.5382491103579308,0.0,0.0,0.0,1.0
-118.45,34.3,27.0,20.421460068097222,12.397356670595729,22.10403716310162,14.922583141702006,1.4237374293879648,0.0,0.0,0.0,0.0
-118.28,33.94,9.0,12.56425628110403,8.554040338576826,13.176801943391728,8.668265706735426,0.6009794356208779,0.0,0.0,0.0,0.0
-122.52,37.92,24.0,12.274790420729008,6.719472222839438,9.644878680928082,7.4766613077113435,2.124902707205509,0.0,0.0,1.0,0.0
-118.3,34.02,49.0,19.210827176907394,12.79824901974106,18.936936994502812,13.201403788756938,0.9470448775357309,0.0,0.0,0.0,0.0
-122.89,39.42,16.0,12.188618376553592,8.192048659585495,4.912947543273414,4.332067160075907,0.38974754788324767,1.0,0.0,0.0,0.0
-117.2,33.15,11.0,22.7878089872987,15.096711393513635,20.22533615041942,15.862075039256093,1.216941651494398,0.0,0.0,0.0,0.0
-118.32,34.04,48.0,16.432666929414005,11.419800286416905,16.57724974283489,12.058892678981813,1.0773076567116635,0.0,0.0,0.0,0.0
-121.94,38.36,2.0,23.925402324853213,14.428702189669742,19.818208196432188,14.467836989906491,1.5156036860264617,1.0,0.0,0.0,0.0
-116.5,33.95,10.0,26.333701056632794,18.65585668378886,25.125756905654292,19.708569456646767,0.9022370038471998,1.0,0.0,0.0,0.0
-118.06,34.16,46.0,17.4150516226618,11.09549152281667,15.849140804282344,11.49027416528345,1.3307020577141018,1.0,0.0,0.0,0.0
-117.41,33.97,34.0,19.663419706051364,11.789138809081562,16.59226373098262,12.93086984784939,1.4281154233591693,1.0,0.0,0.0,0.0
-121.26,38.66,19.0,21.34040967604565,12.488560192935983,18.28521050237159,13.541947088804552,1.629963314820545,1.0,0.0,0.0,0.0
-122.14,37.08,18.0,19.89142745953158,12.44732675340926,18.026580121516417,13.201403788756938,1.5357193843217247,0.0,0.0,0.0,1.0
-117.31,34.41,14.0,21.07226635077422,13.893428389868653,19.333909957602845,14.620928838270578,0.8484646151756596,1.0,0.0,0.0,0.0
-118.0,33.66,16.0,20.681208013196862,14.27734879855892,17.9542601343824,15.029146102208164,1.2576430738509905,0.0,0.0,0.0,1.0
-121.96,37.26,22.0,17.22341223892413,11.653005245478226,14.732783781842505,11.846974927141535,0.9482446203124514,0.0,0.0,0.0,0.0
-121.69,36.81,18.0,20.73465264758976,13.088868378049712,18.695276428562625,13.596667320688447,1.4532687689319799,0.0,0.0,0.0,0.0
-122.65,38.11,21.0,22.497151239686566,13.724933165831908,20.343714004489346,14.986753635279873,1.5730665737387957,0.0,0.0,0.0,0.0
-118.08,33.92,39.0,17.917592375131072,11.356858742762244,16.970448158305175,12.262128297925903,1.4546917276317632,0.0,0.0,0.0,0.0
-118.13,34.13,52.0,20.71370630831757,11.939787404273957,16.430202240054808,12.678050526231162,1.785983467256885,0.0,0.0,0.0,0.0
-118.25,33.84,19.0,18.204777930407396,12.287193073845339,16.961030689455598,12.667243528997938,1.3527951319825198,0.0,0.0,0.0,0.0
-117.55,33.83,6.0,12.919227787469579,7.138264091553458,10.754726479695687,7.096325113599408,1.4146779529425912,1.0,0.0,0.0,0.0
-121.23,37.94,20.0,10.727698429877002,7.202974529790773,7.457776331786478,6.3833624309706485,0.7008568167415311,1.0,0.0,0.0,0.0
-117.22,34.15,9.0,20.111843079148887,11.662869128380237,17.446234165558153,12.645561204300321,1.6425807103310268,1.0,0.0,0.0,0.0
-118.06,33.72,14.0,20.399525210830426,11.4509326465353,16.632124163335696,12.155564304446191,2.140291622865134,0.0,0.0,0.0,1.0
-120.72,35.63,31.0,21.854328186737636,13.899561289913544,18.774397565972997,14.506496303100374,1.2772582424032028,0.0,0.0,0.0,0.0
-118.1,33.96,38.0,17.99356624343398,11.492099664228427,17.68628047128196,12.034428051495812,1.4052844586485882,0.0,0.0,0.0,0.0
-118.21,33.96,43.0,18.07720671278052,12.504951448844492,19.170406415667955,13.739951730656918,1.0705631155294646,0.0,0.0,0.0,0.0
-121.86,37.35,43.0,17.631620492055834,11.846228767964842,17.93808091477338,12.590951582460887,1.1749854932268176,0.0,0.0,0.0,0.0
-118.26,34.24,42.0,15.19196348118329,9.48024826160139,14.148967809784988,10.467742883622684,1.4473990383180444,0.0,0.0,0.0,0.0
-119.84,36.77,6.0,18.537958894162465,12.720770908431072,18.485896129716984,13.2111622976962,0.8327537208483573,1.0,0.0,0.0,0.0
-121.92,38.02,8.0,20.567204155228445,12.767410446741204,18.950890912988683,13.827634087214044,1.5234107694167496,1.0,0.0,0.0,0.0
-120.57,34.96,27.0,17.200257988717787,11.050336475378664,18.137531629227478,11.743992354332697,1.1289755355021422,0.0,0.0,0.0,1.0
-117.96,34.08,33.0,22.872820490606692,15.02817214966656,23.926675595536736,16.350641273992867,1.2497417891141946,0.0,0.0,0.0,0.0
-122.44,37.79,52.0,18.441486238840078,13.181946004127616,15.75808590096414,13.853668150815414,1.3771407682075567,0.0,0.0,1.0,0.0
-122.34,37.94,42.0,19.413306239077173,12.545678349265913,16.755065829520014,13.468115066001573,1.2376923978739933,0.0,0.0,1.0,0.0
-117.93,33.84,34.0,19.30579293464486,11.09549152281667,16.0490887798385,11.98513321096746,1.6236885566208494,0.0,0.0,0.0,0.0
-124.09,40.87,44.0,14.158977364895188,9.907852075957383,12.798328254563225,10.651994943447368,0.7139756457221149,0.0,0.0,0.0,1.0
-118.97,35.37,41.0,19.839505529800043,13.635268013581051,19.787341968216477,14.318484881907498,0.9561047085706522,1.0,0.0,0.0,0.0
-121.99,36.98,19.0,24.695019161908334,16.964383295345794,22.875241766862953,18.375594883552953,1.249777846641767,0.0,0.0,0.0,1.0
-119.61,36.33,32.0,17.49442746971124,10.935301599843294,16.440456836600266,11.448961417299369,1.216941651494398,1.0,0.0,0.0,0.0
-121.06,37.7,7.0,28.072767483478945,18.56290806526222,25.955863878560077,20.048495225059355,1.296764200347402,1.0,0.0,0.0,0.0
-121.41,40.82,16.0,20.405514506717612,13.045293794522626,16.38384361373115,12.645561204300321,1.074168768830048,1.0,0.0,0.0,0.0
-118.38,33.81,33.0,19.736626812181857,12.174317084473348,16.582258450141783,12.763700858256481,1.664973511910517,0.0,0.0,0.0,1.0
-122.21,37.76,52.0,17.262895206351345,11.271488315486723,17.205978884612666,11.922814555027518,0.9192100779429522,0.0,0.0,1.0,0.0
-118.37,34.21,36.0,19.114439497327194,12.578005186253774,20.260182881557153,13.827634087214044,1.4213930894724616,0.0,0.0,0.0,0.0
-118.06,34.1,38.0,19.93010337825691,12.472110818100452,18.14538627663445,13.623821876232782,1.3352787226656126,0.0,0.0,0.0,0.0
-118.21,34.04,52.0,14.979349547986395,10.780905215355196,17.507084704294023,11.678504651660067,1.038447594723602,0.0,0.0,0.0,0.0
-121.22,37.93,21.0,11.483557513116784,6.865377392344245,10.409999699503398,7.403805300680295,1.4814490047107622,1.0,0.0,0.0,0.0
-118.16,34.2,43.0,18.422553149403086,11.573289254853066,16.750194446628008,12.00984202768187,1.3539860510077202,0.0,0.0,0.0,0.0
-121.35,38.54,12.0,32.12355186229397,21.71296973816661,30.27741272219429,23.893467991161614,1.3144283461543016,1.0,0.0,0.0,0.0
-122.47,37.67,20.0,24.778986432134985,15.68597142780091,24.26225293516239,17.167527888427074,1.5764488423306722,0.0,0.0,0.0,1.0
-118.34,34.15,40.0,21.16041532844646,14.543426574848679,17.665204876338137,15.417369802785622,1.313549614889082,0.0,0.0,0.0,0.0
-118.37,34.14,8.0,23.191340126520913,17.743232948463167,20.815142997768028,18.946176743624207,1.3148022436283044,0.0,0.0,0.0,0.0
-121.45,38.37,32.0,17.3313626342074,10.658133963226302,14.684671208227622,11.236841645798009,1.4434361643493603,1.0,0.0,0.0,0.0
-118.28,34.05,28.0,16.876642076482348,13.856472665441986,20.654917936871918,14.740526916832572,0.8259061120911269,0.0,0.0,0.0,0.0
-117.71,34.1,41.0,13.297796642879156,8.554040338576826,18.83137067727509,8.897661915988868,1.0603035194692119,1.0,0.0,0.0,0.0
-117.3,34.18,19.0,20.116011169600185,11.939787404273957,17.605827614508783,12.847956899599916,1.5689518081436802,1.0,0.0,0.0,0.0
-118.37,34.03,39.0,9.996608706970845,5.860724982306015,9.1255769195211,6.529201542333278,1.0214311182993392,0.0,0.0,0.0,0.0
-121.43,38.61,40.0,16.24024851022024,10.544443110317104,14.993611224125576,11.236841645798009,0.7938818830521619,1.0,0.0,0.0,0.0
-117.88,33.89,17.0,21.42353805089618,15.37629946290137,19.5354724833561,16.21328080396106,1.3345077983937352,0.0,0.0,0.0,0.0
-117.98,35.1,4.0,15.346057540389925,9.256076237068312,12.324979527119474,9.184431836640854,1.4590943433081864,1.0,0.0,0.0,0.0
-118.06,34.06,28.0,18.335260269863596,13.654618944935825,20.937713655073075,14.560183074784023,0.9664639762954069,0.0,0.0,0.0,0.0
-121.93,37.04,36.0,17.58830768321053,10.252486420638911,15.00667061035198,10.569176288736385,1.6051102338304812,0.0,0.0,0.0,0.0
-116.77,33.08,13.0,17.216806005422804,10.64565495104854,15.385297294648186,11.652059994471312,1.5764173236618748,0.0,0.0,0.0,0.0
-118.32,34.03,31.0,19.413306239077173,12.934588408047027,17.682070800976387,13.383826631720334,0.9759006311915186,0.0,0.0,0.0,0.0
-121.29,38.71,32.0,18.5961899886825,11.750668038462193,16.937425285415497,12.434867060355394,1.3156954350937233,1.0,0.0,0.0,0.0
-121.83,38.45,32.0,19.25611028645333,12.455602854474858,17.51140932146943,13.152340146540723,1.2632974594871913,1.0,0.0,0.0,0.0
-118.27,33.92,36.0,17.40865565871313,11.603352168275233,17.4810760732938,12.215046223817287,0.910700549180175,0.0,0.0,0.0,0.0
-118.46,34.04,19.0,21.928469835720037,15.87469772956065,19.906974592489508,17.041785982609063,1.263138624933298,0.0,0.0,0.0,0.0
-122.01,37.18,37.0,22.43910743251481,13.948356810807926,18.978714314274075,14.506496303100374,1.6046502242038596,0.0,0.0,0.0,0.0
-117.7,33.5,4.0,19.741037510124652,12.496763056619352,15.949946700798044,13.012488016654304,1.5746811480087306,0.0,0.0,0.0,0.0
-117.89,34.09,36.0,18.425261403153787,11.335673619973862,16.83249613011891,12.308773222873686,1.5741750993901895,0.0,0.0,0.0,0.0
-122.61,38.26,17.0,20.785796473193063,12.828887529285359,18.795818058897215,14.350256249359552,1.473151454352826,0.0,0.0,0.0,0.0
-119.79,36.82,25.0,19.69457696429005,12.634043712394412,17.76990875193597,13.677727680408076,1.2538928862205931,1.0,0.0,0.0,0.0
-118.42,34.19,33.0,21.652211696732486,14.723965743306408,21.283761711367653,15.923029009668769,1.0548700253682635,0.0,0.0,0.0,0.0
-122.38,37.91,18.0,21.90437746569566,14.29438774736765,17.8071954021696,15.29076542975497,1.5176755905524597,0.0,0.0,1.0,0.0
-119.83,36.72,28.0,6.559104280833389,3.1271749404226417,6.165787707126288,3.644644819654402,1.429868532751056,1.0,0.0,0.0,0.0
-117.69,34.1,17.0,22.29880354692236,15.870479183001734,19.60245823767624,16.34497779165512,1.1347169487427033,1.0,0.0,0.0,0.0
-118.35,34.1,16.0,20.909234413690506,15.883125220809132,19.363530068153167,17.057004310074163,1.1429477139620101,0.0,0.0,0.0,0.0
-120.81,38.73,42.0,16.770598922624593,10.64565495104854,15.752348504719524,11.379302351447857,1.160078282624609,1.0,0.0,0.0,0.0
-117.9,34.12,35.0,15.500350134938271,9.723585372509945,15.780980340354288,10.813236320277479,1.2746641094536493,0.0,0.0,0.0,0.0
-118.14,33.77,49.0,20.64855442048717,14.173905440326335,18.117854338111314,15.099126455728332,1.2676059682531735,0.0,0.0,0.0,1.0
-120.44,34.64,8.0,14.680146797241058,8.466955680042233,13.24927464093578,9.138022703028268,1.4629170287591464,0.0,0.0,0.0,1.0
-118.25,34.12,11.0,16.788408151257837,12.270007844134064,19.15011950003152,12.285504819457536,1.1927577550393962,0.0,0.0,0.0,0.0
-117.22,34.44,5.0,23.71918683805351,15.315929462782323,20.274653255933874,16.108234377044212,1.1454561616472863,1.0,0.0,0.0,0.0
-118.34,34.2,41.0,20.7782436414091,14.127248292703047,18.915952975464382,14.908226702302526,1.2224614188317462,0.0,0.0,0.0,0.0
-118.13,34.06,17.0,18.15689478105518,13.437465036938345,19.170406415667955,14.514196810220936,0.7258012701589491,0.0,0.0,0.0,0.0
-117.4,34.06,17.0,24.513002591727084,15.755347337352005,23.872153140998307,16.851082985108302,1.3688745116203127,1.0,0.0,0.0,0.0
-118.42,34.24,35.0,17.5415515409453,10.900171735221392,16.927958303324345,11.743992354332697,1.4604907317427407,0.0,0.0,0.0,0.0
-118.2,34.06,40.0,16.4213040853336,11.492099664228427,18.6480879735073,12.36647868193316,1.0185052998882256,0.0,0.0,0.0,0.0
-121.91,37.71,25.0,23.184587453778416,14.04455233326598,20.541496581493746,15.256996019587353,1.5908501235187185,0.0,0.0,0.0,0.0
-122.24,37.47,36.0,18.969567419572556,12.397356670595729,17.349435858886213,13.355433891091293,1.3703466409171356,0.0,0.0,0.0,1.0
-118.2,34.08,49.0,16.925473606274117,11.217260892154702,18.515675827436446,12.262128297925903,1.0969999837540116,0.0,0.0,0.0,0.0
-119.78,34.45,9.0,18.476495815361847,11.67271102994136,18.91244941260164,10.797365992424151,1.410840746389322,0.0,0.0,0.0,1.0
-118.3,33.72,28.0,20.363477483507637,13.984645417146726,18.71333918728401,14.718290567331664,1.294316974308847,0.0,0.0,0.0,1.0
-116.94,33.73,17.0,24.175056228080912,15.033097140596002,21.349107454294536,15.95931266859121,1.3381024622882143,1.0,0.0,0.0,0.0
-118.27,33.97,45.0,17.662368262929117,11.846228767964842,17.648295167374737,12.688834893244426,0.8842088493627256,0.0,0.0,0.0,0.0
-117.45,33.92,35.0,20.16996119682953,13.543948119536909,19.967559003322968,14.381850187912292,1.053870667748911,1.0,0.0,0.0,0.0
-117.26,33.06,11.0,20.389531238740023,11.662869128380237,17.815452590210455,12.688834893244426,1.7627555150522622,0.0,0.0,0.0,1.0
-122.47,37.79,52.0,19.811209897717113,12.751915204782065,16.75993341538318,13.650841484536432,1.3762294265838129,0.0,0.0,1.0,0.0
-117.15,32.77,16.0,19.055903991023488,13.819242218028585,16.021712587788894,14.52188694125001,1.206162302243176,0.0,0.0,0.0,1.0
-118.22,33.82,30.0,18.059995267663712,12.68941894109701,19.781152684828413,13.32688982240474,1.3208185763729539,0.0,0.0,0.0,1.0
-121.51,38.53,34.0,17.864434469896583,10.707678005408999,14.698459594152865,11.476542850427066,1.4162501247014818,1.0,0.0,0.0,0.0
-122.06,38.27,14.0,26.02948175761445,15.703397472671968,23.233699462187303,17.046862733010528,1.519392758763019,1.0,0.0,0.0,0.0
-118.09,34.01,31.0,16.137538039401704,10.361089850069428,17.498426783799964,10.938263576525562,1.4276155279982716,0.0,0.0,0.0,0.0
-118.01,33.9,26.0,20.979314264063714,14.080158760227341,19.38648177183847,14.958320413527987,1.4638211738906066,0.0,0.0,0.0,0.0
-117.84,34.12,25.0,21.836484236229357,13.39692978740718,19.60245823767624,14.262451069406103,1.4912992101814546,1.0,0.0,0.0,0.0
-118.19,33.99,40.0,17.665434417988735,12.405722642348701,20.23406349541383,13.307775449764959,1.2840727251364632,0.0,0.0,0.0,0.0
-117.67,35.65,18.0,20.541826017165388,13.55052733228602,17.39801702841298,14.238264921302024,1.1749854932268176,1.0,0.0,0.0,0.0
-120.11,34.66,18.0,17.02192591056661,10.361089850069428,14.698459594152865,11.207826643234805,1.547465344074634,0.0,0.0,0.0,1.0
-117.21,34.04,14.0,21.15147155846186,12.338365878447588,19.1025517859798,13.230625706384819,1.6463221718366272,1.0,0.0,0.0,0.0
-118.2,34.11,37.0,19.016580649330084,13.69309558175889,19.525851082782328,14.334392887654444,0.9710607559934308,0.0,0.0,0.0,0.0
-117.05,32.58,25.0,19.36444532415823,11.836764379685246,19.061518301884075,12.721053297463811,1.5465590875457522,0.0,0.0,0.0,1.0
-122.16,37.46,32.0,20.395529395817743,14.002692231024914,18.508243190533573,15.66282708766289,1.4185458647438396,0.0,0.0,1.0,0.0
-122.27,37.45,41.0,14.899875383800302,8.680821127541362,12.335762534582953,9.580171175143224,1.6546947882293097,0.0,0.0,0.0,1.0
